ID,Year,Month,Day,kingdom,Avg_Temperature,Radiation,Rain_Amount,Wind_Speed,Wind_Direction
41475,5,1,12,Mordor,26.6,19.26,0,15.3,96
41476,5,1,12,Neo-City,27.2,18.43,1.04,13.5,70
41477,5,1,12,Neo-Tokyo,27.3,18.43,1.04,13.5,70
41478,5,1,12,Nirvana,298.95,19.01,21.84,12.2,135
41479,5,1,12,Olympus,300.25,18.57,0,17.1,67
41480,5,1,12,Pandora,300.45,18.57,0,17.1,67
41481,5,1,12,Rapture,300.25,18.57,0,17.1,67
41482,5,1,12,Rivendell,293.25,14.53,11.57,7.8,102
41483,5,1,12,Serenity,300.45,18.43,1.04,13.5,70
41484,5,1,12,Shangri-La,27.5,18.43,1.04,13.5,70
41485,5,1,12,Solara,299.25,18.43,1.04,13.5,70
41486,5,1,12,Solstice,25.3,13.96,5.98,23.5,69
41487,5,1,12,Sunspear,25.6,20.38,0,24.2,73
41488,5,1,12,Utopia,300.35,18.57,0,17.1,67
41489,5,1,12,Valyria,24.9,13.93,16.64,19.6,60
41490,5,1,12,Winterfell,21.4,16.05,3.64,8.7,54
41491,5,1,13,Arcadia,25.2,15.83,0.91,18.1,87
41492,5,1,13,Atlantis,299.65,17.5,23.53,12.2,103
41493,5,1,13,Avalon,25.8,17.5,23.53,12.2,103
41494,5,1,13,Camelot,22.4,13.79,0.91,13.2,98
41495,5,1,13,Dorne,25.6,12.52,0.65,24.4,81
41496,5,1,13,Eden,27,18.57,3.9,17.6,61
41497,5,1,13,El Dorado,298.55,18.3,20.54,5.9,60
41498,5,1,13,Elysium,26.9,18.57,3.9,17.6,61
41499,5,1,13,Emerald City,299.45,18.72,9.88,13,57
41500,5,1,13,Helios,25.1,15.83,0.91,18.1,87
41501,5,1,13,Krypton,300.25,18.57,3.9,17.6,61
41502,5,1,13,Metropolis,26.9,18.72,9.88,13,57
41503,5,1,13,Midgar,25.9,16.11,2.86,18.6,87
41504,5,1,13,Midgard,23.2,12.77,1.56,15.9,99
41505,5,1,13,Mordor,25.9,16.29,0.13,21,94
41506,5,1,13,Neo-City,26.8,18.72,9.88,13,57
41507,5,1,13,Neo-Tokyo,26.9,18.72,9.88,13,57
41508,5,1,13,Nirvana,298.95,17.5,23.53,12.2,103
41509,5,1,13,Olympus,299.95,18.57,3.9,17.6,61
41510,5,1,13,Pandora,300.05,18.57,3.9,17.6,61
41511,5,1,13,Rapture,300.05,18.57,3.9,17.6,61
41512,5,1,13,Rivendell,293.25,13.1,10.27,9.6,102
41513,5,1,13,Serenity,300.05,18.72,9.88,13,57
41514,5,1,13,Shangri-La,27.1,18.72,9.88,13,57
41515,5,1,13,Solara,299.25,18.72,9.88,13,57
41516,5,1,13,Solstice,25.1,12.12,5.85,20.5,80
41517,5,1,13,Sunspear,25.7,13.82,0,27.7,78
41518,5,1,13,Utopia,300.05,18.57,3.9,17.6,61
41519,5,1,13,Valyria,25.2,9.58,7.8,18.7,71
41520,5,1,13,Winterfell,21,14.15,1.69,12.8,64
41521,5,1,14,Arcadia,25,13.57,1.3,17.2,82
41522,5,1,14,Atlantis,299.55,21.16,2.21,12,103
41523,5,1,14,Avalon,26,21.16,2.21,12,103
41524,5,1,14,Camelot,22.5,13.35,1.17,11.2,89
41525,5,1,14,Dorne,25.3,17.34,0,23.7,75
41526,5,1,14,Eden,27.2,18.29,0.65,19,64
41527,5,1,14,El Dorado,298.55,19.74,14.56,8.6,18
41528,5,1,14,Elysium,27.1,18.29,0.65,19,64
41529,5,1,14,Emerald City,299.55,19.64,8.06,14.9,61
41530,5,1,14,Helios,24.9,13.57,1.3,17.2,82
41531,5,1,14,Krypton,300.35,18.29,0.65,19,64
41532,5,1,14,Metropolis,27.1,19.64,8.06,14.9,61
41533,5,1,14,Midgar,25.8,14.85,1.3,18.4,82
41534,5,1,14,Midgard,23.1,11.63,2.21,14,87
41535,5,1,14,Mordor,26.3,21.67,0.78,21.2,100
41536,5,1,14,Neo-City,27,19.64,8.06,14.9,61
41537,5,1,14,Neo-Tokyo,27,19.64,8.06,14.9,61
41538,5,1,14,Nirvana,299.25,21.16,2.21,12,103
41539,5,1,14,Olympus,300.05,18.29,0.65,19,64
41540,5,1,14,Pandora,300.25,18.29,0.65,19,64
41541,5,1,14,Rapture,300.05,18.29,0.65,19,64
41542,5,1,14,Rivendell,293.35,14.52,8.58,8.2,103
41543,5,1,14,Serenity,300.25,19.64,8.06,14.9,61
41544,5,1,14,Shangri-La,27.2,19.64,8.06,14.9,61
41545,5,1,14,Solara,299.35,19.64,8.06,14.9,61
41546,5,1,14,Solstice,25.5,15.18,0.65,23.7,62
41547,5,1,14,Sunspear,25.3,20.47,0,26.4,77
41548,5,1,14,Utopia,300.15,18.29,0.65,19,64
41549,5,1,14,Valyria,25.4,13.05,8.97,17.5,62
41550,5,1,14,Winterfell,21.2,16.97,2.21,12,70
41551,5,1,15,Arcadia,25.5,18.04,0.26,15.9,82
41552,5,1,15,Atlantis,299.95,22.08,8.84,5.6,303
41553,5,1,15,Avalon,26.2,22.08,8.84,5.6,303
41554,5,1,15,Camelot,22.8,16.19,1.3,9.8,87
41555,5,1,15,Dorne,25.4,17.43,0,24.8,72
41556,5,1,15,Eden,27.6,20.39,0.13,16.6,60
41557,5,1,15,El Dorado,299.05,19.92,3.12,5.9,34
41558,5,1,15,Elysium,27.5,20.39,0.13,16.6,60
41559,5,1,15,Emerald City,299.95,20.31,0.65,13.7,57
41560,5,1,15,Helios,25.5,18.04,0.26,15.9,82
41561,5,1,15,Krypton,300.75,20.39,0.13,16.6,60
41562,5,1,15,Metropolis,27.4,20.31,0.65,13.7,57
41563,5,1,15,Midgar,25.8,18.32,0,17.6,79
41564,5,1,15,Midgard,23.8,15.86,0.65,12.9,89
41565,5,1,15,Mordor,26.7,20.59,0.13,17.7,98
41566,5,1,15,Neo-City,27.4,20.31,0.65,13.7,57
41567,5,1,15,Neo-Tokyo,27.4,20.31,0.65,13.7,57
41568,5,1,15,Nirvana,299.35,22.08,8.84,5.6,303
41569,5,1,15,Olympus,300.45,20.39,0.13,16.6,60
41570,5,1,15,Pandora,300.55,20.39,0.13,16.6,60
41571,5,1,15,Rapture,300.45,20.39,0.13,16.6,60
41572,5,1,15,Rivendell,293.35,15.12,3.25,7.1,96
41573,5,1,15,Serenity,300.65,20.31,0.65,13.7,57
41574,5,1,15,Shangri-La,27.6,20.31,0.65,13.7,57
41575,5,1,15,Solara,299.75,20.31,0.65,13.7,57
41576,5,1,15,Solstice,25.7,16.67,1.56,24.4,58
41577,5,1,15,Sunspear,25.4,20.35,0,28.8,74
41578,5,1,15,Utopia,300.35,20.39,0.13,16.6,60
41579,5,1,15,Valyria,25.4,16.27,10.53,22.4,52
41580,5,1,15,Winterfell,21.5,16.31,2.21,9.3,62
41581,5,1,16,Arcadia,25.2,18.59,0.39,19.1,87
41582,5,1,16,Atlantis,299.45,21.32,10.14,8.6,104
41583,5,1,16,Avalon,25.8,21.32,10.14,8.6,104
41584,5,1,16,Camelot,22.2,16.22,1.17,14.1,93
41585,5,1,16,Dorne,25.3,18.66,0,24.2,80
41586,5,1,16,Eden,27.4,20.67,0.13,20.1,66
41587,5,1,16,El Dorado,298.55,19.75,8.71,7.7,105
41588,5,1,16,Elysium,27.3,20.67,0.13,20.1,66
41589,5,1,16,Emerald City,299.65,20.55,0.91,16.7,65
41590,5,1,16,Helios,25,18.59,0.39,19.1,87
41591,5,1,16,Krypton,300.55,20.67,0.13,20.1,66
41592,5,1,16,Metropolis,27.2,20.55,0.91,16.7,65
41593,5,1,16,Midgar,25.8,19.24,0,19.9,85
41594,5,1,16,Midgard,23.3,16.41,1.3,16,94
41595,5,1,16,Mordor,26.4,20.15,0,20.9,91
41596,5,1,16,Neo-City,27.2,20.55,0.91,16.7,65
41597,5,1,16,Neo-Tokyo,27.2,20.55,0.91,16.7,65
41598,5,1,16,Nirvana,299.05,21.32,10.14,8.6,104
41599,5,1,16,Olympus,300.25,20.67,0.13,20.1,66
41600,5,1,16,Pandora,300.35,20.67,0.13,20.1,66
41601,5,1,16,Rapture,300.25,20.67,0.13,20.1,66
41602,5,1,16,Rivendell,293.15,14.73,7.02,8.9,94
41603,5,1,16,Serenity,300.45,20.55,0.91,16.7,65
41604,5,1,16,Shangri-La,27.4,20.55,0.91,16.7,65
41605,5,1,16,Solara,299.45,20.55,0.91,16.7,65
41606,5,1,16,Solstice,25.5,20.38,1.3,26.1,71
41607,5,1,16,Sunspear,25.4,21.18,0,27.7,83
41608,5,1,16,Utopia,300.25,20.67,0.13,20.1,66
41609,5,1,16,Valyria,25.3,16.4,6.11,22.4,57
41610,5,1,16,Winterfell,21,15.77,2.21,12.3,61
41611,5,1,17,Arcadia,24.5,23.92,0,18.8,88
41612,5,1,17,Atlantis,299.65,24.23,0.78,9.1,161
41613,5,1,17,Avalon,26.2,24.23,0.78,9.1,161
41614,5,1,17,Camelot,20.9,21.81,0,13.8,96
41615,5,1,17,Dorne,24.7,23.56,0,24.9,84
41616,5,1,17,Eden,26.9,25.66,0,22.1,63
41617,5,1,17,El Dorado,298.25,24.75,0.39,8,72
41618,5,1,17,Elysium,26.8,25.66,0,22.1,63
41619,5,1,17,Emerald City,299.95,25.75,0,18.6,60
41620,5,1,17,Helios,24.3,23.92,0,18.8,88
41621,5,1,17,Krypton,300.15,25.66,0,22.1,63
41622,5,1,17,Metropolis,26.7,25.75,0,18.6,60
41623,5,1,17,Midgar,25.2,24.75,0,20.1,85
41624,5,1,17,Midgard,22.4,21.9,0,16.6,97
41625,5,1,17,Mordor,26.2,23.01,0,21.1,90
41626,5,1,17,Neo-City,26.9,25.75,0,18.6,60
41627,5,1,17,Neo-Tokyo,27,25.75,0,18.6,60
41628,5,1,17,Nirvana,299.45,24.23,0.78,9.1,161
41629,5,1,17,Olympus,299.85,25.66,0,22.1,63
41630,5,1,17,Pandora,299.85,25.66,0,22.1,63
41631,5,1,17,Rapture,299.55,25.66,0,22.1,63
41632,5,1,17,Rivendell,292.75,19.44,0,8.8,96
41633,5,1,17,Serenity,300.15,25.75,0,18.6,60
41634,5,1,17,Shangri-La,27,25.75,0,18.6,60
41635,5,1,17,Solara,299.95,25.75,0,18.6,60
41636,5,1,17,Solstice,25.1,22.35,0,24.3,73
41637,5,1,17,Sunspear,25,21.57,0,27.2,92
41638,5,1,17,Utopia,299.65,25.66,0,22.1,63
41639,5,1,17,Valyria,25.5,21.85,0,25.5,49
41640,5,1,17,Winterfell,20.6,19.5,0,10.8,60
41641,5,1,18,Arcadia,24,25.04,0,18.7,84
41642,5,1,18,Atlantis,299.05,24.19,0.91,12,218
41643,5,1,18,Avalon,25.8,24.19,0.91,12,218
41644,5,1,18,Camelot,20.4,23.69,0,11.2,92
41645,5,1,18,Dorne,24.5,21.54,0,23.8,81
41646,5,1,18,Eden,26.5,24.72,0,19,57
41647,5,1,18,El Dorado,297.55,23.26,0,8.7,22
41648,5,1,18,Elysium,26.4,24.72,0,19,57
41649,5,1,18,Emerald City,299.35,23.94,0,16.1,48
41650,5,1,18,Helios,23.8,25.04,0,18.7,84
41651,5,1,18,Krypton,299.65,24.72,0,19,57
41652,5,1,18,Metropolis,26.2,23.94,0,16.1,48
41653,5,1,18,Midgar,25,25.32,0,20.7,82
41654,5,1,18,Midgard,21.9,23.87,0,15.5,95
41655,5,1,18,Mordor,26,25.02,0,14.6,100
41656,5,1,18,Neo-City,26.4,23.94,0,16.1,48
41657,5,1,18,Neo-Tokyo,26.5,23.94,0,16.1,48
41658,5,1,18,Nirvana,298.95,24.19,0.91,12,218
41659,5,1,18,Olympus,299.35,24.72,0,19,57
41660,5,1,18,Pandora,299.35,24.72,0,19,57
41661,5,1,18,Rapture,299.15,24.72,0,19,57
41662,5,1,18,Rivendell,292.75,22.81,0,6.4,96
41663,5,1,18,Serenity,299.65,23.94,0,16.1,48
41664,5,1,18,Shangri-La,26.5,23.94,0,16.1,48
41665,5,1,18,Solara,299.25,23.94,0,16.1,48
41666,5,1,18,Solstice,25,21.95,0,20.2,72
41667,5,1,18,Sunspear,24.7,21.8,0,26.6,86
41668,5,1,18,Utopia,299.25,24.72,0,19,57
41669,5,1,18,Valyria,25.2,20.05,0,20.4,46
41670,5,1,18,Winterfell,20.1,23.46,0,7.8,62
41671,5,1,19,Arcadia,24.4,24.67,0,13.4,73
41672,5,1,19,Atlantis,298.65,24.34,0,12.9,315
41673,5,1,19,Avalon,25.5,24.34,0,12.9,315
41674,5,1,19,Camelot,20.9,24.29,0,11,83
41675,5,1,19,Dorne,24.7,18.27,0,21.2,68
41676,5,1,19,Eden,26.3,24.95,0,18.4,50
41677,5,1,19,El Dorado,297.25,24.02,0,9.7,29
41678,5,1,19,Elysium,26.2,24.95,0,18.4,50
41679,5,1,19,Emerald City,299.15,24.49,0,16.2,44
41680,5,1,19,Helios,24.3,24.67,0,13.4,73
41681,5,1,19,Krypton,299.45,24.95,0,18.4,50
41682,5,1,19,Metropolis,26.1,24.49,0,16.2,44
41683,5,1,19,Midgar,24.9,24.18,0,15.2,68
41684,5,1,19,Midgard,22.5,24.02,0,11.9,86
41685,5,1,19,Mordor,25.9,24.21,0,9.1,128
41686,5,1,19,Neo-City,26.2,24.49,0,16.2,44
41687,5,1,19,Neo-Tokyo,26.3,24.49,0,16.2,44
41688,5,1,19,Nirvana,298.65,24.34,0,12.9,315
41689,5,1,19,Olympus,299.25,24.95,0,18.4,50
41690,5,1,19,Pandora,299.25,24.95,0,18.4,50
41691,5,1,19,Rapture,299.15,24.95,0,18.4,50
41692,5,1,19,Rivendell,292.35,23.29,0,6.6,94
41693,5,1,19,Serenity,299.45,24.49,0,16.2,44
41694,5,1,19,Shangri-La,26.3,24.49,0,16.2,44
41695,5,1,19,Solara,298.95,24.49,0,16.2,44
41696,5,1,19,Solstice,25.3,21.44,0,20.9,55
41697,5,1,19,Sunspear,25,19.12,0,23.5,77
41698,5,1,19,Utopia,299.15,24.95,0,18.4,50
41699,5,1,19,Valyria,25.5,23.07,0.13,23.8,30
41700,5,1,19,Winterfell,20.6,23.13,0,6.6,55
41701,5,1,20,Arcadia,24.7,19.53,0,16.6,89
41702,5,1,20,Atlantis,298.85,22.89,0,8.2,282
41703,5,1,20,Avalon,25.3,22.89,0,8.2,282
41704,5,1,20,Camelot,21.5,18.3,0,10.9,101
41705,5,1,20,Dorne,24.9,19,0,23.5,76
41706,5,1,20,Eden,26.5,20.77,0,17.3,63
41707,5,1,20,El Dorado,297.45,21.87,0,7,190
41708,5,1,20,Elysium,26.4,20.77,0,17.3,63
41709,5,1,20,Emerald City,298.95,20.96,0,15.1,58
41710,5,1,20,Helios,24.6,19.53,0,16.6,89
41711,5,1,20,Krypton,299.75,20.77,0,17.3,63
41712,5,1,20,Metropolis,26.4,20.96,0,15.1,58
41713,5,1,20,Midgar,25.3,20.13,0,18.6,86
41714,5,1,20,Midgard,22.8,17.45,0,14.8,99
41715,5,1,20,Mordor,26.1,22.63,0,11,101
41716,5,1,20,Neo-City,26.4,20.96,0,15.1,58
41717,5,1,20,Neo-Tokyo,26.4,20.96,0,15.1,58
41718,5,1,20,Nirvana,298.45,22.89,0,8.2,282
41719,5,1,20,Olympus,299.45,20.77,0,17.3,63
41720,5,1,20,Pandora,299.55,20.77,0,17.3,63
41721,5,1,20,Rapture,299.45,20.77,0,17.3,63
41722,5,1,20,Rivendell,292.15,18.7,0,6.7,105
41723,5,1,20,Serenity,299.65,20.96,0,15.1,58
41724,5,1,20,Shangri-La,26.6,20.96,0,15.1,58
41725,5,1,20,Solara,298.75,20.96,0,15.1,58
41726,5,1,20,Solstice,25.2,18.78,0,23.5,61
41727,5,1,20,Sunspear,24.9,20.26,0,26.7,79
41728,5,1,20,Utopia,299.45,20.77,0,17.3,63
41729,5,1,20,Valyria,25.3,17.63,1.3,24.2,43
41730,5,1,20,Winterfell,20.5,20.36,0,8.6,53
41731,5,1,21,Arcadia,25.7,23.02,0,15.1,78
41732,5,1,21,Atlantis,299.05,22.84,0.13,10.3,320
41733,5,1,21,Avalon,25.5,22.84,0.13,10.3,320
41734,5,1,21,Camelot,22.7,21.09,0,7.4,87
41735,5,1,21,Dorne,25.1,21.97,0,21.3,73
41736,5,1,21,Eden,26.6,23.47,0,12.4,31
41737,5,1,21,El Dorado,298.05,22.52,0,7.2,352
41738,5,1,21,Elysium,26.5,23.47,0,12.4,31
41739,5,1,21,Emerald City,299.25,22.94,0,10.1,24
41740,5,1,21,Helios,25.7,23.02,0,15.1,78
41741,5,1,21,Krypton,299.85,23.47,0,12.4,31
41742,5,1,21,Metropolis,26.6,22.94,0,10.1,24
41743,5,1,21,Midgar,25.6,23.97,0,16.8,74
41744,5,1,21,Midgard,23.8,20.59,0,12,94
41745,5,1,21,Mordor,26.3,23.24,0,10.7,232
41746,5,1,21,Neo-City,26.4,22.94,0,10.1,24
41747,5,1,21,Neo-Tokyo,26.5,22.94,0,10.1,24
41748,5,1,21,Nirvana,298.65,22.84,0.13,10.3,320
41749,5,1,21,Olympus,299.55,23.47,0,12.4,31
41750,5,1,21,Pandora,299.75,23.47,0,12.4,31
41751,5,1,21,Rapture,299.95,23.47,0,12.4,31
41752,5,1,21,Rivendell,293.15,20.76,0,4.7,109
41753,5,1,21,Serenity,299.65,22.94,0,10.1,24
41754,5,1,21,Shangri-La,26.7,22.94,0,10.1,24
41755,5,1,21,Solara,299.05,22.94,0,10.1,24
41756,5,1,21,Solstice,25.3,19.12,0.39,19,68
41757,5,1,21,Sunspear,25,22,0,21.7,81
41758,5,1,21,Utopia,299.85,23.47,0,12.4,31
41759,5,1,21,Valyria,25.6,18.18,1.04,20.2,50
41760,5,1,21,Winterfell,21.4,21.61,0.39,7.1,70
41761,5,1,22,Arcadia,26,21.88,0,11.9,78
41762,5,1,22,Atlantis,299.35,25.15,0,9.5,305
41763,5,1,22,Avalon,26.1,25.15,0,9.5,305
41764,5,1,22,Camelot,23,21.51,0,7.6,82
41765,5,1,22,Dorne,25.3,18.88,0,18.1,73
41766,5,1,22,Eden,27.2,25.04,0,13.6,39
41767,5,1,22,El Dorado,298.95,25.51,0,8.3,3
41768,5,1,22,Elysium,27.1,25.04,0,13.6,39
41769,5,1,22,Emerald City,299.85,25.46,0,12.6,29
41770,5,1,22,Helios,25.9,21.88,0,11.9,78
41771,5,1,22,Krypton,300.45,25.04,0,13.6,39
41772,5,1,22,Metropolis,27.1,25.46,0,12.6,29
41773,5,1,22,Midgar,25.7,21.5,0,12.7,76
41774,5,1,22,Midgard,23.9,20.27,0,10.4,91
41775,5,1,22,Mordor,26.6,24.4,0,13.2,177
41776,5,1,22,Neo-City,27,25.46,0,12.6,29
41777,5,1,22,Neo-Tokyo,27.1,25.46,0,12.6,29
41778,5,1,22,Nirvana,299.25,25.15,0,9.5,305
41779,5,1,22,Olympus,300.35,25.04,0,13.6,39
41780,5,1,22,Pandora,300.25,25.04,0,13.6,39
41781,5,1,22,Rapture,300.45,25.04,0,13.6,39
41782,5,1,22,Rivendell,293.45,21.65,0.65,4,94
41783,5,1,22,Serenity,300.25,25.46,0,12.6,29
41784,5,1,22,Shangri-La,27.3,25.46,0,12.6,29
41785,5,1,22,Solara,299.65,25.46,0,12.6,29
41786,5,1,22,Solstice,25.5,20.41,1.3,20,66
41787,5,1,22,Sunspear,25.2,21.74,0,20.4,80
41788,5,1,22,Utopia,300.15,25.04,0,13.6,39
41789,5,1,22,Valyria,25.5,17.61,2.6,20,39
41790,5,1,22,Winterfell,21.6,22.73,0.39,6.4,64
41791,5,1,23,Arcadia,26,22.03,0,16.2,90
41792,5,1,23,Atlantis,299.45,24.8,0,9.5,259
41793,5,1,23,Avalon,25.9,24.8,0,9.5,259
41794,5,1,23,Camelot,22.8,21.67,0,10.9,97
41795,5,1,23,Dorne,25.5,20.27,0,21.5,79
41796,5,1,23,Eden,27.8,25.13,0,14,63
41797,5,1,23,El Dorado,298.95,25.5,0,9.7,243
41798,5,1,23,Elysium,27.7,25.13,0,14,63
41799,5,1,23,Emerald City,299.95,25.77,0,11.4,50
41800,5,1,23,Helios,25.9,22.03,0,16.2,90
41801,5,1,23,Krypton,300.95,25.13,0,14,63
41802,5,1,23,Metropolis,27.8,25.77,0,11.4,50
41803,5,1,23,Midgar,26.1,22.26,0,16.8,88
41804,5,1,23,Midgard,23.9,20.44,0,13.5,98
41805,5,1,23,Mordor,26.8,23.69,0,9.7,119
41806,5,1,23,Neo-City,27.4,25.77,0,11.4,50
41807,5,1,23,Neo-Tokyo,27.5,25.77,0,11.4,50
41808,5,1,23,Nirvana,299.15,24.8,0,9.5,259
41809,5,1,23,Olympus,300.65,25.13,0,14,63
41810,5,1,23,Pandora,300.95,25.13,0,14,63
41811,5,1,23,Rapture,300.95,25.13,0,14,63
41812,5,1,23,Rivendell,293.75,21.46,0,5.1,97
41813,5,1,23,Serenity,300.65,25.77,0,11.4,50
41814,5,1,23,Shangri-La,27.8,25.77,0,11.4,50
41815,5,1,23,Solara,299.55,25.77,0,11.4,50
41816,5,1,23,Solstice,25.7,20.49,0,20.3,67
41817,5,1,23,Sunspear,25.4,22.03,0,23.3,87
41818,5,1,23,Utopia,300.95,25.13,0,14,63
41819,5,1,23,Valyria,25.9,19.37,0.13,20.2,41
41820,5,1,23,Winterfell,21.6,21.43,0,8.2,61
41821,5,1,24,Arcadia,26.5,22.45,0,13.5,98
41822,5,1,24,Atlantis,299.95,24.6,0.39,9.4,272
41823,5,1,24,Avalon,26.4,24.6,0.39,9.4,272
41824,5,1,24,Camelot,23.3,21.5,0,8.4,103
41825,5,1,24,Dorne,25.8,18.53,0,19.4,86
41826,5,1,24,Eden,27.7,23.73,0,9.4,40
41827,5,1,24,El Dorado,299.35,23.33,0,7.4,276
41828,5,1,24,Elysium,27.6,23.73,0,9.4,40
41829,5,1,24,Emerald City,300.25,23.53,0,11.2,326
41830,5,1,24,Helios,26.5,22.45,0,13.5,98
41831,5,1,24,Krypton,300.95,23.73,0,9.4,40
41832,5,1,24,Metropolis,27.7,23.53,0,11.2,326
41833,5,1,24,Midgar,26.5,22.57,0,15.4,95
41834,5,1,24,Midgard,24.5,20.8,0,11.8,109
41835,5,1,24,Mordor,27.2,24.37,0,12.7,110
41836,5,1,24,Neo-City,27.5,23.53,0,11.2,326
41837,5,1,24,Neo-Tokyo,27.5,23.53,0,11.2,326
41838,5,1,24,Nirvana,299.65,24.6,0.39,9.4,272
41839,5,1,24,Olympus,300.85,23.73,0,9.4,40
41840,5,1,24,Pandora,300.85,23.73,0,9.4,40
41841,5,1,24,Rapture,301.05,23.73,0,9.4,40
41842,5,1,24,Rivendell,294.05,21.27,0,5.6,101
41843,5,1,24,Serenity,300.75,23.53,0,11.2,326
41844,5,1,24,Shangri-La,27.8,23.53,0,11.2,326
41845,5,1,24,Solara,299.95,23.53,0,11.2,326
41846,5,1,24,Solstice,26,21.19,0.26,19.2,94
41847,5,1,24,Sunspear,25.8,20.38,0,23.7,91
41848,5,1,24,Utopia,300.85,23.73,0,9.4,40
41849,5,1,24,Valyria,26.1,20.06,0.39,18.4,61
41850,5,1,24,Winterfell,22.3,22.19,0,7.6,75
41851,5,1,25,Arcadia,27.1,22.62,0,7.1,88
41852,5,1,25,Atlantis,300.25,23.72,0.78,6.3,90
41853,5,1,25,Avalon,26.5,23.72,0.78,6.3,90
41854,5,1,25,Camelot,23.9,21.8,0,5.8,95
41855,5,1,25,Dorne,26.1,20.15,0.78,16,95
41856,5,1,25,Eden,27.8,22.79,0.26,9.8,313
41857,5,1,25,El Dorado,299.35,21.75,0.13,7,292
41858,5,1,25,Elysium,27.7,22.79,0.26,9.8,313
41859,5,1,25,Emerald City,300.05,22.21,0.13,10.3,297
41860,5,1,25,Helios,27.1,22.62,0,7.1,88
41861,5,1,25,Krypton,300.95,22.79,0.26,9.8,313
41862,5,1,25,Metropolis,27.7,22.21,0.13,10.3,297
41863,5,1,25,Midgar,27,22.99,0,13,91
41864,5,1,25,Midgard,24.8,21.6,0.26,7.9,115
41865,5,1,25,Mordor,27.1,23.43,0,15.2,106
41866,5,1,25,Neo-City,27.4,22.21,0.13,10.3,297
41867,5,1,25,Neo-Tokyo,27.5,22.21,0.13,10.3,297
41868,5,1,25,Nirvana,299.65,23.72,0.78,6.3,90
41869,5,1,25,Olympus,300.85,22.79,0.26,9.8,313
41870,5,1,25,Pandora,300.85,22.79,0.26,9.8,313
41871,5,1,25,Rapture,301.25,22.79,0.26,9.8,313
41872,5,1,25,Rivendell,294.05,21.53,0,4.6,98
41873,5,1,25,Serenity,300.65,22.21,0.13,10.3,297
41874,5,1,25,Shangri-La,27.8,22.21,0.13,10.3,297
41875,5,1,25,Solara,299.85,22.21,0.13,10.3,297
41876,5,1,25,Solstice,26,20.11,1.69,15.6,113
41877,5,1,25,Sunspear,25.9,20.39,0.26,18.5,104
41878,5,1,25,Utopia,300.85,22.79,0.26,9.8,313
41879,5,1,25,Valyria,26.2,20.1,2.34,13,89
41880,5,1,25,Winterfell,22.5,21.86,0.91,8.1,87
41881,5,1,26,Arcadia,27.4,23.06,0,11.3,102
41882,5,1,26,Atlantis,300.55,23.6,2.73,8.6,104
41883,5,1,26,Avalon,26.5,23.6,2.73,8.6,104
41884,5,1,26,Camelot,24.1,21.73,0,6.9,107
41885,5,1,26,Dorne,26.7,21.66,0,16.7,114
41886,5,1,26,Eden,27.8,23.49,1.17,12.7,268
41887,5,1,26,El Dorado,299.25,22.14,2.21,6.9,252
41888,5,1,26,Elysium,27.7,23.49,1.17,12.7,268
41889,5,1,26,Emerald City,300.05,22.76,1.82,12.1,257
41890,5,1,26,Helios,27.4,23.06,0,11.3,102
41891,5,1,26,Krypton,300.95,23.49,1.17,12.7,268
41892,5,1,26,Metropolis,27.8,22.76,1.82,12.1,257
41893,5,1,26,Midgar,27.4,23.17,0,14.1,102
41894,5,1,26,Midgard,24.8,21.6,0.78,10.7,119
41895,5,1,26,Mordor,27.3,22.84,0,19,102
41896,5,1,26,Neo-City,27.4,22.76,1.82,12.1,257
41897,5,1,26,Neo-Tokyo,27.4,22.76,1.82,12.1,257
41898,5,1,26,Nirvana,299.75,23.6,2.73,8.6,104
41899,5,1,26,Olympus,300.75,23.49,1.17,12.7,268
41900,5,1,26,Pandora,300.95,23.49,1.17,12.7,268
41901,5,1,26,Rapture,301.25,23.49,1.17,12.7,268
41902,5,1,26,Rivendell,293.95,20.79,2.47,6.8,93
41903,5,1,26,Serenity,300.65,22.76,1.82,12.1,257
41904,5,1,26,Shangri-La,27.8,22.76,1.82,12.1,257
41905,5,1,26,Solara,299.65,22.76,1.82,12.1,257
41906,5,1,26,Solstice,26.4,21.68,0.52,18.4,121
41907,5,1,26,Sunspear,26.5,23.38,0,19.3,124
41908,5,1,26,Utopia,301.05,23.49,1.17,12.7,268
41909,5,1,26,Valyria,26.6,19.61,1.56,17.1,99
41910,5,1,26,Winterfell,22,20.93,5.59,10.4,83
41911,5,1,27,Arcadia,27.1,22.75,0,9,94
41912,5,1,27,Atlantis,300.35,22.08,3.25,8.7,121
41913,5,1,27,Avalon,26.3,22.08,3.25,8.7,121
41914,5,1,27,Camelot,23.9,22.68,0,7.7,86
41915,5,1,27,Dorne,26.3,21.39,0,20,108
41916,5,1,27,Eden,26.9,22.45,3.12,10,269
41917,5,1,27,El Dorado,298.55,21.63,3.12,8.6,228
41918,5,1,27,Elysium,26.8,22.45,3.12,10,269
41919,5,1,27,Emerald City,299.65,22.19,3.25,10.9,245
41920,5,1,27,Helios,27.1,22.75,0,9,94
41921,5,1,27,Krypton,300.15,22.45,3.12,10,269
41922,5,1,27,Metropolis,26.9,22.19,3.25,10.9,245
41923,5,1,27,Midgar,27.2,23.01,0,11.6,99
41924,5,1,27,Midgard,24.6,22.91,0,9.8,115
